change_control_id,material_id,supplier_id,change_number,change_type,risk_level,status,opened_date
445,61,12,CC-000445,Specification,Medium,Implemented,2026-03-26
446,209,62,CC-000446,Method,Low,Implemented,2024-04-14
447,121,111,CC-000447,Supplier Site,Medium,Proposed,2024-02-18
448,45,28,CC-000448,Process,Medium,Implemented,2024-01-31
449,243,78,CC-000449,Process,Medium,Implemented,2026-04-06
450,193,32,CC-000450,Packaging,Low,Implemented,2025-07-23
451,243,35,CC-000451,Process,Medium,Implemented,2024-07-06
452,72,103,CC-000452,Specification,Medium,Proposed,2025-01-11
453,81,97,CC-000453,Process,Low,Rejected,2026-01-20
454,196,26,CC-000454,Supplier Site,Low,Implemented,2025-01-27
455,155,28,CC-000455,Process,Low,Implemented,2025-05-31
456,18,105,CC-000456,Supplier Site,Medium,Approved,2024-06-11
457,270,8,CC-000457,Supplier Site,Low,Implemented,2024-01-28
458,105,52,CC-000458,Packaging,Medium,Proposed,2025-03-10
459,203,14,CC-000459,Specification,Low,Rejected,2025-01-05
460,216,116,CC-000460,Process,Medium,Implemented,2026-04-02
461,32,44,CC-000461,Supplier Site,Medium,Implemented,2025-06-27
462,204,63,CC-000462,Storage,Low,Approved,2025-04-24
463,272,8,CC-000463,Specification,Medium,Implemented,2025-03-20
464,22,104,CC-000464,Supplier Site,Low,Implemented,2024-06-08
465,199,92,CC-000465,Method,Low,Implemented,2025-05-11
466,60,60,CC-000466,Supplier Site,Low,Implemented,2025-02-05
467,155,91,CC-000467,Storage,Low,Implemented,2025-03-25
468,219,15,CC-000468,Process,High,Implemented,2026-02-02
469,7,29,CC-000469,Storage,High,Proposed,2024-05-09
470,173,86,CC-000470,Process,High,Proposed,2025-01-31
471,206,39,CC-000471,Storage,Medium,Approved,2026-04-02
472,126,118,CC-000472,Packaging,Low,Implemented,2024-08-15
473,73,79,CC-000473,Specification,Low,Proposed,2025-10-16
474,120,68,CC-000474,Specification,Low,Proposed,2024-05-27
475,223,93,CC-000475,Method,Medium,Implemented,2024-01-17
476,173,114,CC-000476,Method,Medium,Proposed,2025-05-23
477,300,88,CC-000477,Process,Low,Implemented,2025-03-18
478,66,105,CC-000478,Process,High,Rejected,2025-05-09
479,178,36,CC-000479,Packaging,Low,Implemented,2025-03-07
480,46,8,CC-000480,Method,Medium,Implemented,2024-01-24
481,221,8,CC-000481,Process,Medium,Implemented,2024-05-08
482,298,103,CC-000482,Supplier Site,Low,Implemented,2024-07-03
483,105,24,CC-000483,Supplier Site,High,Proposed,2025-07-16
484,140,64,CC-000484,Method,Medium,Proposed,2024-01-19
485,56,31,CC-000485,Supplier Site,Low,Implemented,2024-01-19
486,207,53,CC-000486,Packaging,High,Implemented,2025-03-30
487,173,18,CC-000487,Supplier Site,Low,Proposed,2024-07-27
488,164,89,CC-000488,Packaging,Low,Proposed,2026-02-17
489,9,105,CC-000489,Specification,Medium,Implemented,2024-05-18
490,37,67,CC-000490,Process,Medium,Implemented,2024-11-07
491,32,110,CC-000491,Specification,Medium,Implemented,2025-07-04
492,12,30,CC-000492,Packaging,Low,Implemented,2026-01-06
493,93,45,CC-000493,Process,High,Proposed,2025-02-03
494,243,82,CC-000494,Storage,Low,Implemented,2024-04-13
495,70,40,CC-000495,Method,Low,Approved,2025-08-23
496,13,51,CC-000496,Packaging,Medium,Implemented,2025-09-19
497,77,62,CC-000497,Specification,Low,Implemented,2025-09-09
498,141,64,CC-000498,Method,Low,Approved,2024-12-27
499,275,77,CC-000499,Process,Low,Implemented,2026-03-18
500,16,57,CC-000500,Method,Medium,Implemented,2024-09-20
501,277,77,CC-000501,Packaging,Low,Implemented,2026-03-03
502,35,30,CC-000502,Supplier Site,Low,Implemented,2025-10-06
503,128,82,CC-000503,Supplier Site,Medium,Approved,2024-09-02
504,17,109,CC-000504,Specification,Low,Implemented,2025-09-23
505,257,99,CC-000505,Specification,Low,Approved,2026-04-17
506,65,75,CC-000506,Process,High,Implemented,2024-07-29
507,201,28,CC-000507,Packaging,Medium,Implemented,2024-05-28
508,195,36,CC-000508,Method,Medium,Implemented,2024-08-26
509,222,86,CC-000509,Specification,High,Approved,2025-03-28
510,9,91,CC-000510,Packaging,Low,Implemented,2024-06-23
511,130,63,CC-000511,Specification,Medium,Implemented,2024-01-31
512,48,114,CC-000512,Method,Medium,Approved,2026-04-18
513,175,39,CC-000513,Supplier Site,Medium,Implemented,2025-12-07
514,174,33,CC-000514,Specification,Medium,Proposed,2024-04-13
515,37,2,CC-000515,Supplier Site,Medium,Implemented,2026-04-09
516,122,35,CC-000516,Process,High,Implemented,2025-06-24
517,201,19,CC-000517,Method,Medium,Approved,2025-02-17
518,83,117,CC-000518,Process,Low,Implemented,2024-05-22
519,110,84,CC-000519,Process,Low,Approved,2024-05-06
520,74,59,CC-000520,Storage,Low,Approved,2025-10-04
521,241,66,CC-000521,Specification,High,Implemented,2024-02-28
522,113,50,CC-000522,Specification,High,Approved,2025-06-08
523,220,81,CC-000523,Supplier Site,High,Implemented,2025-11-19
524,114,59,CC-000524,Supplier Site,Low,Implemented,2024-11-24
525,246,61,CC-000525,Storage,Low,Implemented,2026-04-07
526,277,14,CC-000526,Process,Medium,Rejected,2024-09-06
527,155,63,CC-000527,Supplier Site,Medium,Implemented,2025-05-16
528,279,73,CC-000528,Supplier Site,Low,Proposed,2025-10-01
529,260,7,CC-000529,Packaging,Low,Implemented,2024-11-05
530,142,38,CC-000530,Process,Low,Implemented,2024-12-08
531,160,66,CC-000531,Packaging,Medium,Proposed,2024-06-16
532,116,81,CC-000532,Supplier Site,Low,Implemented,2025-03-31
533,161,96,CC-000533,Process,Low,Proposed,2025-07-27
534,124,106,CC-000534,Method,Medium,Implemented,2024-04-02
535,2,82,CC-000535,Method,High,Implemented,2025-04-16
536,28,70,CC-000536,Storage,Medium,Approved,2025-04-23
537,38,85,CC-000537,Process,High,Implemented,2025-08-23
538,106,29,CC-000538,Storage,Low,Approved,2024-05-19
539,236,28,CC-000539,Specification,Medium,Approved,2026-02-01
540,157,48,CC-000540,Packaging,Low,Implemented,2025-09-24
541,287,100,CC-000541,Packaging,Medium,Implemented,2024-11-27
542,220,114,CC-000542,Method,Medium,Implemented,2024-11-18
543,82,109,CC-000543,Specification,Low,Implemented,2026-04-24
544,159,69,CC-000544,Supplier Site,High,Implemented,2026-01-14
545,176,100,CC-000545,Supplier Site,Low,Implemented,2024-11-30
546,206,29,CC-000546,Storage,Medium,Implemented,2024-01-20
547,297,109,CC-000547,Storage,Medium,Approved,2024-06-14
548,141,46,CC-000548,Packaging,Low,Implemented,2026-01-03
549,246,2,CC-000549,Storage,High,Implemented,2025-11-30
550,150,7,CC-000550,Supplier Site,Medium,Implemented,2025-03-06
551,64,82,CC-000551,Storage,Low,Implemented,2024-08-06
552,73,109,CC-000552,Storage,Low,Implemented,2025-02-28
553,7,101,CC-000553,Process,Medium,Implemented,2026-03-20
554,178,75,CC-000554,Process,Low,Approved,2026-04-03
555,36,113,CC-000555,Specification,Low,Proposed,2025-06-17
556,96,99,CC-000556,Specification,High,Implemented,2025-05-11
557,166,42,CC-000557,Storage,Low,Proposed,2026-04-05
558,270,43,CC-000558,Supplier Site,Low,Implemented,2024-07-29
559,230,110,CC-000559,Specification,Medium,Approved,2024-01-14
560,72,37,CC-000560,Storage,Medium,Implemented,2025-11-22
561,214,18,CC-000561,Process,Low,Implemented,2024-08-10
562,226,32,CC-000562,Supplier Site,Low,Proposed,2025-05-19
563,93,92,CC-000563,Packaging,Medium,Approved,2024-12-01
564,194,90,CC-000564,Specification,High,Approved,2024-02-25
565,147,8,CC-000565,Packaging,Low,Implemented,2026-03-01
566,34,22,CC-000566,Specification,Low,Implemented,2025-06-11
567,66,46,CC-000567,Specification,Low,Proposed,2024-11-07
568,278,93,CC-000568,Specification,Medium,Implemented,2024-12-29
569,125,11,CC-000569,Process,Medium,Implemented,2024-07-07
570,112,22,CC-000570,Specification,Low,Rejected,2025-07-17
571,100,87,CC-000571,Supplier Site,Low,Implemented,2024-04-05
572,169,21,CC-000572,Method,High,Implemented,2024-02-18
573,14,78,CC-000573,Specification,Low,Implemented,2026-01-04
574,120,104,CC-000574,Specification,Low,Proposed,2026-01-26
575,253,66,CC-000575,Supplier Site,High,Implemented,2024-10-03
576,218,101,CC-000576,Specification,Low,Proposed,2025-09-08
577,133,95,CC-000577,Process,Low,Implemented,2026-04-03
578,75,38,CC-000578,Method,Low,Implemented,2024-06-25
579,65,110,CC-000579,Packaging,Medium,Implemented,2024-03-04
580,95,32,CC-000580,Storage,Medium,Approved,2026-01-05
581,101,52,CC-000581,Packaging,Low,Proposed,2025-03-16
582,118,119,CC-000582,Specification,Medium,Implemented,2024-10-26
583,98,99,CC-000583,Packaging,High,Implemented,2024-05-09
584,87,51,CC-000584,Supplier Site,Low,Implemented,2025-10-21
585,56,80,CC-000585,Storage,Medium,Implemented,2025-06-26
586,70,27,CC-000586,Supplier Site,Medium,Implemented,2024-12-18
587,47,54,CC-000587,Packaging,Medium,Implemented,2024-03-21
588,163,115,CC-000588,Process,Low,Rejected,2025-01-19
589,59,31,CC-000589,Packaging,Low,Implemented,2024-01-15
590,300,107,CC-000590,Storage,Low,Proposed,2025-12-02
591,177,22,CC-000591,Process,Low,Implemented,2024-03-04
592,39,118,CC-000592,Supplier Site,Medium,Implemented,2026-03-05
593,25,28,CC-000593,Supplier Site,Medium,Rejected,2024-12-27
594,66,102,CC-000594,Storage,Medium,Approved,2024-04-14
595,111,115,CC-000595,Specification,Low,Proposed,2025-02-03
596,51,58,CC-000596,Supplier Site,High,Approved,2024-08-05
597,153,103,CC-000597,Supplier Site,Low,Implemented,2024-08-28
598,286,36,CC-000598,Specification,Low,Implemented,2026-03-16
599,224,85,CC-000599,Storage,Medium,Proposed,2025-05-18
600,94,16,CC-000600,Method,Medium,Proposed,2024-02-29
601,207,100,CC-000601,Method,Low,Implemented,2026-03-16
602,161,97,CC-000602,Packaging,Medium,Approved,2024-01-16
603,149,35,CC-000603,Method,Medium,Implemented,2024-06-26
604,269,11,CC-000604,Packaging,Low,Rejected,2025-06-07
605,62,89,CC-000605,Process,Low,Implemented,2025-11-15
606,130,61,CC-000606,Packaging,Medium,Implemented,2024-04-04
607,263,17,CC-000607,Storage,Low,Implemented,2024-11-16
608,74,31,CC-000608,Method,Low,Proposed,2025-06-26
609,224,90,CC-000609,Process,High,Implemented,2024-05-20
610,124,92,CC-000610,Specification,Medium,Rejected,2024-06-27
611,48,119,CC-000611,Storage,Medium,Approved,2026-01-08
612,137,81,CC-000612,Method,Low,Approved,2025-03-04
613,281,8,CC-000613,Storage,Low,Implemented,2024-06-12
614,64,114,CC-000614,Storage,High,Proposed,2024-09-06
615,82,40,CC-000615,Method,Low,Approved,2025-01-12
616,16,64,CC-000616,Supplier Site,Low,Proposed,2025-02-06
617,278,99,CC-000617,Storage,High,Proposed,2025-05-08
618,1,86,CC-000618,Packaging,Medium,Approved,2025-03-09
619,180,36,CC-000619,Packaging,Low,Implemented,2024-12-25
620,7,2,CC-000620,Method,High,Implemented,2025-05-22
621,227,113,CC-000621,Method,High,Implemented,2024-09-05
622,191,27,CC-000622,Supplier Site,Low,Implemented,2024-09-26
623,65,115,CC-000623,Process,Low,Implemented,2025-07-14
624,47,108,CC-000624,Process,Low,Implemented,2026-04-20
625,52,52,CC-000625,Storage,Low,Approved,2025-08-10
626,35,37,CC-000626,Specification,Medium,Approved,2026-01-07
627,17,17,CC-000627,Supplier Site,Medium,Implemented,2025-04-18
628,192,11,CC-000628,Supplier Site,Low,Implemented,2024-01-18
629,26,69,CC-000629,Specification,Low,Implemented,2026-03-11
630,180,57,CC-000630,Supplier Site,Medium,Implemented,2025-08-26
631,231,81,CC-000631,Method,Medium,Implemented,2024-02-11
632,5,113,CC-000632,Supplier Site,Medium,Implemented,2024-09-11
633,202,20,CC-000633,Packaging,Medium,Implemented,2025-09-01
634,63,32,CC-000634,Specification,Low,Approved,2025-09-04
635,204,110,CC-000635,Packaging,Low,Implemented,2024-06-25
636,275,88,CC-000636,Process,Low,Proposed,2025-09-23
637,100,106,CC-000637,Packaging,High,Implemented,2024-03-12
638,209,20,CC-000638,Specification,Low,Approved,2024-08-26
639,11,53,CC-000639,Process,Low,Implemented,2026-01-19
640,139,40,CC-000640,Packaging,Medium,Implemented,2024-02-01
641,285,46,CC-000641,Storage,High,Implemented,2025-08-31
642,95,26,CC-000642,Packaging,Low,Implemented,2025-01-16
643,46,59,CC-000643,Process,Medium,Approved,2025-10-21
644,105,58,CC-000644,Method,Low,Implemented,2025-01-13
645,16,21,CC-000645,Method,Medium,Implemented,2025-08-10
646,293,38,CC-000646,Specification,Medium,Implemented,2024-03-09
647,54,57,CC-000647,Supplier Site,Low,Implemented,2024-09-25
648,110,12,CC-000648,Storage,High,Implemented,2024-06-03
649,93,37,CC-000649,Storage,Low,Implemented,2025-03-21
650,247,8,CC-000650,Process,Low,Rejected,2024-01-26
651,217,65,CC-000651,Method,Low,Proposed,2025-05-31
652,44,42,CC-000652,Process,Medium,Implemented,2024-07-18
653,182,33,CC-000653,Method,Medium,Implemented,2025-10-24
654,292,24,CC-000654,Packaging,Low,Rejected,2024-05-16
655,129,84,CC-000655,Method,Low,Proposed,2025-04-24
656,101,54,CC-000656,Process,Medium,Approved,2024-11-25
657,150,19,CC-000657,Method,High,Approved,2025-04-10
658,11,81,CC-000658,Packaging,Low,Proposed,2025-11-26
659,298,120,CC-000659,Specification,Medium,Approved,2025-04-07
660,219,18,CC-000660,Process,Low,Implemented,2024-02-14
661,64,18,CC-000661,Storage,Low,Implemented,2024-07-26
662,283,117,CC-000662,Process,Low,Implemented,2024-09-15
663,54,21,CC-000663,Specification,High,Implemented,2024-02-04
664,180,29,CC-000664,Method,Low,Implemented,2025-08-09
665,152,1,CC-000665,Storage,Medium,Proposed,2024-11-21
666,111,74,CC-000666,Method,Low,Proposed,2025-05-10
667,180,61,CC-000667,Process,Medium,Implemented,2024-12-11
668,268,61,CC-000668,Method,Low,Implemented,2024-01-13
669,138,27,CC-000669,Supplier Site,Low,Implemented,2025-05-17
670,260,59,CC-000670,Process,High,Implemented,2024-06-29
671,49,89,CC-000671,Packaging,Low,Implemented,2025-03-23
672,21,109,CC-000672,Storage,Medium,Implemented,2025-11-10
673,294,17,CC-000673,Process,High,Implemented,2024-07-02
674,3,39,CC-000674,Specification,Medium,Implemented,2026-04-07
675,193,22,CC-000675,Method,Low,Implemented,2025-09-01
676,62,119,CC-000676,Supplier Site,Low,Implemented,2025-02-24
677,130,120,CC-000677,Packaging,Medium,Approved,2024-07-04
678,182,114,CC-000678,Specification,Medium,Proposed,2025-06-25
679,171,101,CC-000679,Packaging,Medium,Implemented,2025-04-23
680,109,82,CC-000680,Specification,Low,Implemented,2024-09-14
681,203,34,CC-000681,Supplier Site,Low,Implemented,2024-11-16
682,293,111,CC-000682,Supplier Site,Medium,Implemented,2024-07-07
683,171,47,CC-000683,Process,Low,Implemented,2025-08-25
684,171,86,CC-000684,Specification,Medium,Approved,2024-04-07
685,113,107,CC-000685,Specification,Medium,Implemented,2026-01-12
686,55,17,CC-000686,Method,Low,Implemented,2024-09-17
687,83,40,CC-000687,Method,Low,Implemented,2024-05-21
688,148,63,CC-000688,Specification,Medium,Implemented,2024-11-22
689,63,112,CC-000689,Method,Medium,Approved,2025-08-08
690,11,46,CC-000690,Process,Medium,Implemented,2025-03-18
691,211,27,CC-000691,Packaging,Medium,Implemented,2025-11-30
692,73,15,CC-000692,Specification,Medium,Implemented,2025-11-21
693,247,86,CC-000693,Method,Low,Implemented,2026-02-25
694,68,70,CC-000694,Packaging,Low,Implemented,2024-07-04
695,31,19,CC-000695,Packaging,Low,Implemented,2025-07-18
696,47,35,CC-000696,Packaging,Medium,Approved,2024-10-20
697,91,73,CC-000697,Process,Medium,Approved,2025-11-15
698,112,93,CC-000698,Packaging,High,Implemented,2026-04-21
699,248,39,CC-000699,Packaging,Medium,Implemented,2025-12-10
700,296,41,CC-000700,Storage,High,Implemented,2024-07-18
701,155,1,CC-000701,Process,Low,Approved,2024-11-05
702,114,113,CC-000702,Specification,High,Approved,2025-05-14
703,123,66,CC-000703,Supplier Site,Low,Implemented,2024-05-03
704,222,36,CC-000704,Storage,Medium,Approved,2025-05-10
705,213,19,CC-000705,Supplier Site,Low,Implemented,2024-04-05
706,111,69,CC-000706,Packaging,Medium,Implemented,2025-06-22
707,6,79,CC-000707,Specification,High,Approved,2024-11-01
708,55,46,CC-000708,Process,Low,Implemented,2025-03-31
709,129,97,CC-000709,Storage,Medium,Approved,2025-01-28
710,271,34,CC-000710,Process,Low,Approved,2025-04-21
711,58,14,CC-000711,Storage,High,Implemented,2024-12-22
712,41,67,CC-000712,Method,High,Implemented,2024-07-04
713,50,98,CC-000713,Method,Medium,Implemented,2025-01-17
714,104,97,CC-000714,Packaging,Medium,Implemented,2025-10-01
715,196,53,CC-000715,Process,Medium,Approved,2024-11-30
716,159,22,CC-000716,Process,Low,Approved,2025-09-28
717,204,9,CC-000717,Method,Medium,Implemented,2024-08-28
718,64,16,CC-000718,Method,Medium,Approved,2024-05-12
719,179,5,CC-000719,Process,Medium,Rejected,2025-04-05
720,32,103,CC-000720,Supplier Site,Low,Proposed,2024-11-26
721,52,9,CC-000721,Specification,High,Proposed,2024-11-14
722,240,63,CC-000722,Supplier Site,High,Implemented,2026-04-03
723,260,63,CC-000723,Storage,Low,Implemented,2024-06-25
724,167,118,CC-000724,Method,Low,Approved,2025-12-24
725,290,80,CC-000725,Method,Medium,Approved,2026-02-28
726,227,46,CC-000726,Specification,Medium,Implemented,2024-05-25
727,74,117,CC-000727,Supplier Site,Low,Implemented,2025-11-13
728,16,41,CC-000728,Process,Medium,Proposed,2024-04-02
729,106,84,CC-000729,Specification,Medium,Approved,2025-02-27
730,12,12,CC-000730,Packaging,Medium,Approved,2024-02-28
731,19,37,CC-000731,Process,Low,Implemented,2025-05-20
732,253,39,CC-000732,Supplier Site,Medium,Implemented,2025-09-07
733,19,77,CC-000733,Packaging,Low,Implemented,2025-07-31
734,135,54,CC-000734,Packaging,Medium,Proposed,2024-09-15
735,236,45,CC-000735,Packaging,Medium,Approved,2026-02-06
736,35,15,CC-000736,Storage,Medium,Implemented,2025-11-21
737,186,40,CC-000737,Method,Medium,Implemented,2025-03-22
738,187,80,CC-000738,Specification,Medium,Implemented,2024-01-31
739,25,14,CC-000739,Method,High,Implemented,2025-10-15
740,215,88,CC-000740,Storage,High,Approved,2024-12-02
741,30,11,CC-000741,Specification,Low,Proposed,2024-01-28
742,166,60,CC-000742,Storage,Medium,Implemented,2024-06-10
743,72,66,CC-000743,Storage,Medium,Proposed,2024-09-04
744,178,9,CC-000744,Specification,Medium,Implemented,2024-09-05
745,125,39,CC-000745,Storage,Medium,Implemented,2025-09-06
746,159,93,CC-000746,Specification,Low,Implemented,2024-12-22
747,253,51,CC-000747,Packaging,Medium,Proposed,2024-03-26
748,239,104,CC-000748,Packaging,Medium,Implemented,2025-11-01
749,252,12,CC-000749,Storage,High,Approved,2025-05-28
750,146,96,CC-000750,Storage,Low,Implemented,2024-02-07
751,100,112,CC-000751,Method,Medium,Implemented,2025-04-20
752,26,64,CC-000752,Method,High,Implemented,2024-10-22
753,189,101,CC-000753,Specification,Low,Rejected,2026-04-12
754,253,12,CC-000754,Process,Medium,Implemented,2025-06-18
755,252,67,CC-000755,Specification,Low,Proposed,2024-02-20
756,149,64,CC-000756,Process,Low,Implemented,2024-07-31
757,244,11,CC-000757,Supplier Site,Low,Implemented,2025-03-11
758,95,6,CC-000758,Specification,Low,Implemented,2024-09-14
759,10,20,CC-000759,Process,Low,Implemented,2024-11-30
760,184,28,CC-000760,Specification,Low,Implemented,2024-03-09
761,42,117,CC-000761,Method,Low,Implemented,2025-11-23
762,150,51,CC-000762,Specification,Low,Implemented,2025-09-14
763,58,88,CC-000763,Storage,Medium,Implemented,2024-08-26
764,279,15,CC-000764,Method,Low,Approved,2025-05-23
765,212,74,CC-000765,Storage,Medium,Implemented,2026-03-15
766,117,87,CC-000766,Specification,Low,Implemented,2026-04-09
767,296,32,CC-000767,Storage,Low,Proposed,2025-02-02
768,266,87,CC-000768,Method,Medium,Implemented,2024-12-17
769,229,26,CC-000769,Specification,Low,Implemented,2025-12-13
770,218,39,CC-000770,Packaging,Medium,Approved,2025-10-15
771,72,19,CC-000771,Specification,Low,Approved,2025-06-02
772,257,29,CC-000772,Supplier Site,Low,Implemented,2024-11-30
773,40,79,CC-000773,Process,Low,Proposed,2025-09-11
774,41,32,CC-000774,Process,Low,Implemented,2024-07-11
775,296,67,CC-000775,Storage,Medium,Approved,2024-05-25
776,158,100,CC-000776,Specification,Low,Approved,2025-05-18
777,287,68,CC-000777,Method,Medium,Implemented,2026-03-06
778,235,11,CC-000778,Method,Low,Approved,2024-01-29
779,136,15,CC-000779,Packaging,High,Implemented,2024-03-15
780,176,45,CC-000780,Specification,High,Implemented,2025-05-16
781,36,57,CC-000781,Method,Medium,Implemented,2026-03-29
782,298,25,CC-000782,Packaging,Medium,Proposed,2026-03-30
783,67,56,CC-000783,Process,Medium,Approved,2025-06-27
784,17,42,CC-000784,Method,Low,Approved,2025-01-12
785,116,80,CC-000785,Supplier Site,Low,Implemented,2024-06-22
786,209,112,CC-000786,Specification,Low,Approved,2025-01-28
787,44,75,CC-000787,Storage,Medium,Implemented,2024-05-24
788,276,58,CC-000788,Packaging,Low,Implemented,2024-02-25
789,149,16,CC-000789,Supplier Site,Medium,Approved,2025-03-19
790,150,30,CC-000790,Specification,Medium,Implemented,2025-06-08
791,102,44,CC-000791,Method,Low,Rejected,2024-03-02
792,135,73,CC-000792,Packaging,Low,Implemented,2026-02-02
793,167,17,CC-000793,Specification,Medium,Proposed,2026-02-09
794,217,8,CC-000794,Specification,High,Approved,2024-07-12
795,220,95,CC-000795,Method,Medium,Implemented,2024-03-11
796,273,97,CC-000796,Method,Low,Implemented,2024-04-03
797,16,13,CC-000797,Specification,Low,Approved,2025-06-27
798,167,114,CC-000798,Specification,High,Rejected,2024-11-26
799,4,15,CC-000799,Supplier Site,Low,Implemented,2025-07-03
800,61,83,CC-000800,Process,Medium,Approved,2025-10-23
801,181,14,CC-000801,Storage,Low,Implemented,2026-01-15
802,145,97,CC-000802,Packaging,Medium,Approved,2025-06-27
803,226,82,CC-000803,Process,Medium,Implemented,2024-07-20
804,124,41,CC-000804,Supplier Site,Medium,Implemented,2026-04-24
805,78,93,CC-000805,Storage,Low,Implemented,2024-03-07
806,116,83,CC-000806,Specification,Low,Implemented,2024-09-01
807,209,25,CC-000807,Method,Low,Implemented,2025-06-27
808,125,7,CC-000808,Storage,High,Proposed,2024-04-16
809,254,111,CC-000809,Supplier Site,Medium,Approved,2026-01-21
810,273,94,CC-000810,Specification,High,Implemented,2024-12-10
811,153,64,CC-000811,Packaging,Low,Rejected,2026-04-23
812,268,63,CC-000812,Specification,Low,Implemented,2025-02-23
813,185,76,CC-000813,Process,Medium,Proposed,2025-11-02
814,200,52,CC-000814,Packaging,Medium,Implemented,2025-11-07
815,156,103,CC-000815,Storage,High,Proposed,2025-08-06
816,249,14,CC-000816,Specification,Medium,Approved,2024-12-27
817,135,120,CC-000817,Specification,Medium,Implemented,2025-03-30
818,62,98,CC-000818,Specification,Low,Implemented,2024-04-21
819,153,24,CC-000819,Process,Low,Implemented,2025-05-17
820,28,31,CC-000820,Storage,Low,Approved,2025-09-11
821,146,72,CC-000821,Process,Low,Proposed,2025-03-13
822,48,1,CC-000822,Method,Medium,Implemented,2025-09-03
823,271,74,CC-000823,Supplier Site,Medium,Implemented,2024-01-05
824,213,98,CC-000824,Specification,Medium,Implemented,2024-03-28
825,178,98,CC-000825,Supplier Site,High,Approved,2025-01-08
826,109,105,CC-000826,Storage,Medium,Implemented,2025-11-05
827,243,12,CC-000827,Supplier Site,Medium,Implemented,2024-12-06
828,176,3,CC-000828,Specification,Low,Implemented,2024-07-17
829,65,36,CC-000829,Specification,Low,Implemented,2025-04-07
830,132,27,CC-000830,Storage,Low,Approved,2024-12-02
831,232,92,CC-000831,Specification,Medium,Approved,2024-06-05
832,126,118,CC-000832,Packaging,Low,Implemented,2025-06-30
833,140,72,CC-000833,Supplier Site,Low,Implemented,2024-09-09
834,292,110,CC-000834,Process,Low,Proposed,2025-02-18
835,167,95,CC-000835,Supplier Site,Low,Implemented,2024-07-27
836,23,36,CC-000836,Packaging,Low,Implemented,2025-12-29
837,242,118,CC-000837,Process,Low,Approved,2024-03-25
838,36,18,CC-000838,Supplier Site,Low,Implemented,2024-09-06
839,67,19,CC-000839,Process,Low,Implemented,2024-02-09
840,208,86,CC-000840,Process,Medium,Implemented,2025-08-23
841,213,30,CC-000841,Process,Low,Proposed,2025-02-09
842,52,95,CC-000842,Packaging,High,Implemented,2025-05-29
843,208,87,CC-000843,Packaging,Low,Approved,2024-10-18
844,50,59,CC-000844,Packaging,High,Implemented,2025-02-02
845,173,112,CC-000845,Packaging,Medium,Proposed,2025-09-06
846,74,36,CC-000846,Supplier Site,Low,Implemented,2024-06-04
847,120,80,CC-000847,Method,Medium,Implemented,2026-04-29
848,157,91,CC-000848,Specification,Low,Implemented,2025-10-29
849,273,29,CC-000849,Packaging,Low,Approved,2026-04-08
850,198,49,CC-000850,Packaging,Medium,Proposed,2026-04-08
851,201,57,CC-000851,Specification,Medium,Implemented,2024-03-30
852,237,103,CC-000852,Method,Low,Implemented,2025-01-04
853,101,85,CC-000853,Packaging,High,Implemented,2025-09-06
854,145,40,CC-000854,Method,Low,Implemented,2024-01-31
855,190,51,CC-000855,Specification,Medium,Implemented,2024-05-01
856,35,53,CC-000856,Method,Low,Approved,2024-06-18
857,250,112,CC-000857,Method,High,Approved,2025-05-24
858,48,110,CC-000858,Method,Low,Implemented,2025-09-14
859,250,120,CC-000859,Specification,Low,Implemented,2025-10-05
860,136,93,CC-000860,Process,Low,Approved,2026-03-15
861,233,35,CC-000861,Packaging,Low,Implemented,2024-12-30
862,205,22,CC-000862,Process,Low,Implemented,2024-10-29
863,283,99,CC-000863,Method,Medium,Implemented,2024-06-01
864,5,103,CC-000864,Packaging,Low,Approved,2024-01-20
865,124,33,CC-000865,Packaging,Low,Implemented,2025-12-29
866,220,30,CC-000866,Specification,Medium,Approved,2025-10-12
867,245,32,CC-000867,Method,Medium,Implemented,2024-07-01
868,85,79,CC-000868,Process,Medium,Implemented,2024-12-06
869,218,78,CC-000869,Process,High,Implemented,2024-02-23
870,88,47,CC-000870,Method,Low,Implemented,2024-02-18
871,203,48,CC-000871,Supplier Site,Medium,Approved,2025-12-28
872,130,67,CC-000872,Storage,Medium,Implemented,2024-05-12
873,73,72,CC-000873,Process,Low,Implemented,2025-11-24
874,205,31,CC-000874,Packaging,Medium,Implemented,2024-03-13
875,236,60,CC-000875,Storage,Medium,Proposed,2024-11-27
876,123,119,CC-000876,Process,Medium,Implemented,2024-01-02
877,91,60,CC-000877,Process,Low,Proposed,2026-04-12
878,255,50,CC-000878,Supplier Site,Medium,Approved,2026-03-05
879,42,41,CC-000879,Method,Medium,Implemented,2025-10-25
880,58,64,CC-000880,Packaging,Low,Implemented,2024-02-06
881,211,7,CC-000881,Supplier Site,Medium,Implemented,2026-02-24
882,28,97,CC-000882,Method,High,Approved,2025-12-27
883,187,111,CC-000883,Specification,Medium,Implemented,2024-04-24
884,239,80,CC-000884,Specification,Medium,Implemented,2026-03-19
885,299,32,CC-000885,Storage,Medium,Implemented,2025-06-05
886,184,59,CC-000886,Method,High,Approved,2024-05-26
887,164,84,CC-000887,Supplier Site,Medium,Approved,2026-01-20
888,210,116,CC-000888,Method,Medium,Implemented,2025-07-05
889,135,46,CC-000889,Packaging,Low,Proposed,2024-02-01
