complaint_id,material_id,supplier_id,complaint_number,complaint_type,severity,opened_date,status
1488,61,18,CMP-001488,Packaging,Major,2024-06-07,Closed
1489,273,11,CMP-001489,Appearance,Minor,2025-12-10,Closed
1490,60,65,CMP-001490,Packaging,Minor,2024-09-03,Closed
1491,211,12,CMP-001491,Contamination,Major,2024-01-11,Closed
1492,99,24,CMP-001492,Contamination,Minor,2025-03-26,Closed
1493,196,43,CMP-001493,Appearance,Minor,2025-08-11,Closed
1494,20,59,CMP-001494,Packaging,Minor,2024-07-21,Open
1495,28,86,CMP-001495,Packaging,Major,2024-11-21,Closed
1496,102,70,CMP-001496,Performance,Major,2025-08-29,Open
1497,220,113,CMP-001497,Performance,Minor,2025-08-08,Closed
1498,132,109,CMP-001498,Packaging,Minor,2025-05-08,Closed
1499,19,83,CMP-001499,Performance,Minor,2024-01-04,Closed
1500,158,83,CMP-001500,Appearance,Major,2025-05-15,Closed
1501,266,109,CMP-001501,Packaging,Critical,2025-09-29,Closed
1502,207,26,CMP-001502,Documentation,Minor,2024-12-17,Closed
1503,278,14,CMP-001503,Performance,Major,2025-07-16,Closed
1504,103,31,CMP-001504,Appearance,Minor,2024-01-25,Closed
1505,104,104,CMP-001505,Appearance,Minor,2025-02-20,Closed
1506,152,36,CMP-001506,Packaging,Major,2025-05-23,Closed
1507,198,77,CMP-001507,Documentation,Minor,2024-11-26,Closed
1508,11,69,CMP-001508,Performance,Critical,2025-07-07,Closed
1509,254,87,CMP-001509,Appearance,Minor,2024-05-13,Closed
1510,286,57,CMP-001510,Documentation,Minor,2025-02-25,Closed
1511,153,58,CMP-001511,Performance,Minor,2024-07-22,Closed
1512,225,101,CMP-001512,Packaging,Major,2024-07-07,Closed
1513,153,94,CMP-001513,Packaging,Minor,2025-03-09,Open
1514,82,1,CMP-001514,Performance,Minor,2024-02-01,Closed
1515,205,119,CMP-001515,Appearance,Major,2026-01-13,Closed
1516,270,43,CMP-001516,Appearance,Major,2024-07-06,Closed
1517,156,49,CMP-001517,Appearance,Major,2025-12-19,Closed
1518,222,34,CMP-001518,Documentation,Minor,2026-02-20,Closed
1519,131,58,CMP-001519,Documentation,Minor,2025-07-12,Closed
1520,5,18,CMP-001520,Appearance,Minor,2026-01-23,Closed
1521,4,115,CMP-001521,Documentation,Major,2025-11-08,Closed
1522,115,70,CMP-001522,Packaging,Major,2024-09-11,Closed
1523,248,68,CMP-001523,Packaging,Major,2025-03-29,Closed
1524,2,118,CMP-001524,Packaging,Minor,2025-02-12,Open
1525,293,77,CMP-001525,Appearance,Major,2025-03-23,Closed
1526,118,75,CMP-001526,Performance,Minor,2024-11-18,Closed
1527,241,72,CMP-001527,Appearance,Major,2025-10-18,Closed
1528,140,24,CMP-001528,Documentation,Critical,2024-02-13,Closed
1529,215,116,CMP-001529,Documentation,Minor,2025-07-25,Open
1530,265,111,CMP-001530,Appearance,Critical,2024-07-17,Closed
1531,262,64,CMP-001531,Contamination,Major,2024-09-14,Closed
1532,57,48,CMP-001532,Packaging,Major,2025-03-11,Closed
1533,200,22,CMP-001533,Documentation,Critical,2025-02-27,Open
1534,292,36,CMP-001534,Documentation,Major,2025-12-05,Closed
1535,54,118,CMP-001535,Appearance,Minor,2025-09-17,Open
1536,147,71,CMP-001536,Appearance,Minor,2024-04-27,Closed
1537,167,77,CMP-001537,Packaging,Major,2024-05-26,Closed
1538,115,18,CMP-001538,Appearance,Minor,2026-04-20,Closed
1539,210,3,CMP-001539,Packaging,Minor,2025-10-05,Closed
1540,287,87,CMP-001540,Contamination,Minor,2026-03-26,Closed
1541,279,86,CMP-001541,Contamination,Major,2024-12-20,Closed
1542,174,24,CMP-001542,Appearance,Minor,2024-12-24,Closed
1543,156,73,CMP-001543,Performance,Critical,2024-04-10,Open
1544,264,38,CMP-001544,Performance,Critical,2024-05-04,Closed
1545,42,114,CMP-001545,Performance,Minor,2025-12-15,Closed
1546,58,100,CMP-001546,Appearance,Critical,2025-12-25,Closed
1547,92,110,CMP-001547,Contamination,Minor,2025-05-15,Closed
1548,23,102,CMP-001548,Packaging,Minor,2024-06-01,Closed
1549,162,26,CMP-001549,Performance,Major,2025-03-20,Closed
1550,132,20,CMP-001550,Packaging,Minor,2025-08-03,Closed
1551,294,13,CMP-001551,Packaging,Minor,2025-04-03,Closed
1552,197,73,CMP-001552,Contamination,Major,2024-02-22,Open
1553,6,51,CMP-001553,Documentation,Minor,2025-05-25,Closed
1554,290,112,CMP-001554,Packaging,Critical,2025-07-25,Closed
1555,90,7,CMP-001555,Packaging,Major,2025-01-09,Closed
1556,198,7,CMP-001556,Performance,Minor,2024-10-28,Open
1557,187,60,CMP-001557,Appearance,Minor,2025-11-02,Open
1558,12,17,CMP-001558,Contamination,Minor,2024-02-14,Open
1559,47,105,CMP-001559,Documentation,Critical,2025-09-26,Closed
1560,190,87,CMP-001560,Contamination,Minor,2024-03-01,Closed
1561,68,55,CMP-001561,Documentation,Critical,2024-08-20,Open
1562,155,24,CMP-001562,Performance,Major,2024-02-04,Open
1563,61,92,CMP-001563,Appearance,Minor,2024-06-07,Closed
1564,50,33,CMP-001564,Packaging,Major,2025-11-16,Closed
1565,129,120,CMP-001565,Performance,Major,2024-07-27,Closed
1566,122,13,CMP-001566,Performance,Minor,2025-07-10,Closed
1567,299,33,CMP-001567,Documentation,Major,2025-08-30,Closed
1568,212,45,CMP-001568,Packaging,Major,2024-03-25,Closed
1569,37,33,CMP-001569,Documentation,Minor,2025-02-25,Open
1570,51,66,CMP-001570,Contamination,Major,2025-10-14,Closed
1571,20,97,CMP-001571,Appearance,Major,2026-04-11,Closed
1572,234,69,CMP-001572,Documentation,Major,2024-01-16,Closed
1573,134,110,CMP-001573,Appearance,Minor,2025-07-14,Open
1574,256,74,CMP-001574,Packaging,Minor,2024-01-10,Closed
1575,139,109,CMP-001575,Appearance,Minor,2024-10-18,Closed
1576,163,88,CMP-001576,Documentation,Minor,2025-02-20,Open
1577,223,83,CMP-001577,Documentation,Minor,2024-08-30,Closed
1578,185,101,CMP-001578,Contamination,Major,2025-02-12,Open
1579,252,78,CMP-001579,Contamination,Minor,2025-02-18,Closed
1580,78,4,CMP-001580,Documentation,Major,2025-08-20,Closed
1581,53,37,CMP-001581,Packaging,Minor,2025-10-22,Closed
1582,140,41,CMP-001582,Contamination,Minor,2025-08-01,Closed
1583,228,19,CMP-001583,Packaging,Major,2025-05-04,Closed
1584,185,29,CMP-001584,Performance,Minor,2025-01-18,Closed
1585,243,22,CMP-001585,Appearance,Major,2024-01-22,Closed
1586,232,17,CMP-001586,Performance,Major,2024-02-14,Open
1587,4,116,CMP-001587,Performance,Minor,2024-01-06,Closed
1588,4,79,CMP-001588,Documentation,Minor,2024-11-18,Closed
1589,174,11,CMP-001589,Contamination,Minor,2025-12-13,Closed
1590,114,85,CMP-001590,Appearance,Minor,2024-05-08,Closed
1591,94,77,CMP-001591,Performance,Critical,2025-04-01,Open
1592,159,30,CMP-001592,Performance,Minor,2025-06-20,Closed
1593,48,41,CMP-001593,Appearance,Minor,2024-11-18,Closed
1594,153,116,CMP-001594,Performance,Minor,2024-08-31,Closed
1595,162,50,CMP-001595,Packaging,Major,2025-08-07,Closed
1596,154,42,CMP-001596,Performance,Minor,2024-04-15,Closed
1597,95,73,CMP-001597,Contamination,Minor,2025-12-24,Closed
1598,176,48,CMP-001598,Contamination,Minor,2025-01-26,Closed
1599,291,44,CMP-001599,Appearance,Minor,2024-08-23,Closed
1600,72,47,CMP-001600,Performance,Major,2025-07-15,Closed
1601,48,4,CMP-001601,Documentation,Minor,2025-09-21,Closed
1602,119,9,CMP-001602,Performance,Critical,2024-07-21,Closed
1603,79,90,CMP-001603,Documentation,Major,2025-11-12,Open
1604,285,77,CMP-001604,Appearance,Major,2025-10-07,Closed
1605,239,1,CMP-001605,Performance,Minor,2024-09-30,Closed
1606,76,88,CMP-001606,Performance,Minor,2024-04-11,Closed
1607,266,119,CMP-001607,Appearance,Major,2026-01-08,Closed
1608,188,39,CMP-001608,Appearance,Minor,2026-02-17,Open
1609,190,23,CMP-001609,Packaging,Minor,2024-05-11,Closed
1610,10,80,CMP-001610,Performance,Minor,2026-04-03,Open
1611,241,8,CMP-001611,Contamination,Critical,2025-03-20,Closed
1612,6,57,CMP-001612,Packaging,Major,2025-12-12,Closed
1613,125,112,CMP-001613,Contamination,Minor,2025-11-03,Closed
1614,29,119,CMP-001614,Appearance,Critical,2026-03-12,Closed
1615,98,105,CMP-001615,Performance,Major,2025-06-03,Closed
1616,140,117,CMP-001616,Contamination,Critical,2025-12-20,Closed
1617,91,93,CMP-001617,Appearance,Minor,2024-10-06,Open
1618,129,27,CMP-001618,Documentation,Minor,2025-12-16,Closed
1619,113,62,CMP-001619,Packaging,Minor,2025-01-11,Closed
1620,110,61,CMP-001620,Packaging,Minor,2026-01-25,Open
1621,13,85,CMP-001621,Performance,Major,2024-05-12,Closed
1622,144,29,CMP-001622,Contamination,Minor,2024-04-27,Closed
1623,221,112,CMP-001623,Contamination,Minor,2025-07-24,Closed
1624,17,42,CMP-001624,Appearance,Major,2025-03-12,Closed
1625,160,101,CMP-001625,Contamination,Minor,2025-05-19,Closed
1626,9,109,CMP-001626,Documentation,Major,2024-09-09,Closed
1627,142,45,CMP-001627,Documentation,Minor,2024-07-09,Closed
1628,282,103,CMP-001628,Performance,Major,2025-09-25,Closed
1629,81,6,CMP-001629,Contamination,Minor,2025-08-07,Closed
1630,275,36,CMP-001630,Packaging,Minor,2024-01-31,Closed
1631,121,77,CMP-001631,Performance,Major,2024-03-17,Closed
1632,65,109,CMP-001632,Performance,Minor,2026-04-16,Closed
1633,157,83,CMP-001633,Packaging,Minor,2024-10-03,Open
1634,260,120,CMP-001634,Packaging,Minor,2024-01-17,Closed
1635,128,43,CMP-001635,Documentation,Minor,2024-04-29,Closed
1636,117,61,CMP-001636,Packaging,Critical,2024-09-26,Closed
1637,18,62,CMP-001637,Documentation,Minor,2026-04-11,Closed
1638,67,49,CMP-001638,Appearance,Minor,2025-05-14,Open
1639,290,37,CMP-001639,Packaging,Minor,2025-10-14,Closed
1640,62,78,CMP-001640,Appearance,Critical,2024-04-29,Open
1641,11,52,CMP-001641,Documentation,Minor,2025-12-13,Closed
1642,141,39,CMP-001642,Contamination,Minor,2025-07-10,Closed
1643,251,58,CMP-001643,Performance,Minor,2024-04-29,Closed
1644,87,79,CMP-001644,Documentation,Major,2024-12-27,Open
1645,125,89,CMP-001645,Appearance,Minor,2025-08-06,Closed
1646,164,10,CMP-001646,Contamination,Minor,2024-08-18,Closed
1647,44,95,CMP-001647,Documentation,Minor,2024-05-13,Open
1648,215,88,CMP-001648,Appearance,Minor,2024-01-11,Closed
1649,168,61,CMP-001649,Packaging,Major,2024-04-18,Closed
1650,193,102,CMP-001650,Appearance,Major,2024-02-06,Closed
1651,3,28,CMP-001651,Documentation,Critical,2024-03-25,Closed
1652,286,24,CMP-001652,Performance,Major,2024-11-01,Closed
1653,215,26,CMP-001653,Performance,Major,2024-10-20,Closed
1654,107,101,CMP-001654,Contamination,Minor,2025-02-27,Closed
1655,7,33,CMP-001655,Contamination,Minor,2024-12-31,Closed
1656,298,118,CMP-001656,Packaging,Minor,2025-09-07,Closed
1657,276,77,CMP-001657,Packaging,Major,2024-11-03,Open
1658,169,51,CMP-001658,Packaging,Minor,2026-02-23,Open
1659,155,26,CMP-001659,Documentation,Major,2026-01-26,Closed
1660,94,105,CMP-001660,Appearance,Critical,2025-09-22,Closed
1661,183,84,CMP-001661,Performance,Major,2026-04-08,Closed
1662,171,46,CMP-001662,Appearance,Critical,2025-09-29,Open
1663,104,87,CMP-001663,Performance,Critical,2024-09-22,Closed
1664,161,6,CMP-001664,Packaging,Minor,2024-05-15,Closed
1665,276,62,CMP-001665,Documentation,Minor,2024-01-27,Closed
1666,135,25,CMP-001666,Packaging,Minor,2024-02-29,Closed
1667,19,77,CMP-001667,Performance,Major,2024-10-27,Closed
1668,36,117,CMP-001668,Performance,Minor,2025-06-10,Closed
1669,4,41,CMP-001669,Appearance,Minor,2025-04-10,Open
1670,62,17,CMP-001670,Performance,Critical,2025-03-09,Closed
1671,244,54,CMP-001671,Contamination,Major,2024-08-20,Closed
1672,88,99,CMP-001672,Contamination,Critical,2024-07-23,Closed
1673,180,8,CMP-001673,Documentation,Minor,2025-05-14,Closed
1674,238,19,CMP-001674,Documentation,Major,2024-03-09,Closed
1675,41,76,CMP-001675,Documentation,Major,2024-10-15,Closed
1676,83,4,CMP-001676,Packaging,Major,2025-09-16,Closed
1677,38,89,CMP-001677,Appearance,Major,2024-10-20,Closed
1678,131,58,CMP-001678,Appearance,Major,2025-03-03,Closed
1679,225,107,CMP-001679,Performance,Minor,2024-12-29,Closed
1680,208,21,CMP-001680,Appearance,Minor,2025-02-18,Open
1681,31,54,CMP-001681,Appearance,Minor,2025-03-25,Closed
1682,130,25,CMP-001682,Packaging,Minor,2024-02-10,Closed
1683,276,21,CMP-001683,Contamination,Minor,2026-04-18,Open
1684,24,39,CMP-001684,Appearance,Minor,2025-11-13,Closed
1685,233,56,CMP-001685,Appearance,Major,2025-05-26,Closed
1686,208,77,CMP-001686,Appearance,Minor,2024-11-14,Closed
1687,80,13,CMP-001687,Performance,Major,2025-05-04,Closed
1688,79,65,CMP-001688,Contamination,Minor,2024-01-17,Closed
1689,34,28,CMP-001689,Documentation,Major,2025-05-28,Closed
1690,142,116,CMP-001690,Performance,Minor,2025-06-15,Closed
1691,53,27,CMP-001691,Contamination,Minor,2025-08-27,Closed
1692,140,82,CMP-001692,Contamination,Minor,2024-04-13,Closed
1693,56,39,CMP-001693,Documentation,Minor,2025-08-08,Closed
1694,181,22,CMP-001694,Packaging,Minor,2026-02-27,Closed
1695,86,19,CMP-001695,Performance,Major,2025-12-03,Closed
1696,277,33,CMP-001696,Performance,Critical,2025-03-19,Open
1697,39,52,CMP-001697,Appearance,Minor,2025-02-09,Closed
1698,122,32,CMP-001698,Documentation,Minor,2024-09-28,Closed
1699,69,61,CMP-001699,Documentation,Major,2024-02-11,Open
1700,226,25,CMP-001700,Contamination,Minor,2024-03-29,Closed
1701,241,46,CMP-001701,Appearance,Major,2024-04-20,Closed
1702,204,53,CMP-001702,Documentation,Major,2026-03-09,Open
1703,70,107,CMP-001703,Packaging,Minor,2025-06-10,Closed
1704,255,46,CMP-001704,Packaging,Minor,2026-03-11,Closed
1705,138,55,CMP-001705,Documentation,Minor,2025-08-19,Closed
1706,109,28,CMP-001706,Contamination,Major,2024-09-26,Closed
1707,230,27,CMP-001707,Packaging,Minor,2024-02-22,Closed
1708,186,18,CMP-001708,Documentation,Major,2024-04-11,Closed
1709,215,5,CMP-001709,Packaging,Major,2025-11-17,Open
1710,85,62,CMP-001710,Performance,Minor,2024-09-02,Closed
1711,19,24,CMP-001711,Performance,Critical,2024-03-13,Closed
1712,57,95,CMP-001712,Performance,Critical,2024-03-22,Open
1713,246,37,CMP-001713,Packaging,Major,2026-01-10,Open
1714,75,23,CMP-001714,Appearance,Major,2025-03-11,Closed
1715,248,8,CMP-001715,Appearance,Minor,2024-03-29,Closed
1716,39,17,CMP-001716,Performance,Major,2025-05-01,Closed
1717,76,47,CMP-001717,Contamination,Major,2026-02-02,Closed
1718,256,43,CMP-001718,Appearance,Minor,2024-05-07,Closed
1719,147,1,CMP-001719,Documentation,Critical,2025-08-29,Closed
1720,116,87,CMP-001720,Appearance,Major,2024-02-12,Closed
1721,107,31,CMP-001721,Appearance,Critical,2025-02-21,Open
1722,67,72,CMP-001722,Contamination,Minor,2025-08-26,Closed
1723,215,9,CMP-001723,Appearance,Minor,2025-12-09,Closed
1724,63,109,CMP-001724,Performance,Major,2024-07-17,Closed
1725,44,13,CMP-001725,Packaging,Minor,2025-11-27,Closed
1726,197,33,CMP-001726,Contamination,Major,2025-08-25,Closed
1727,62,1,CMP-001727,Contamination,Major,2025-08-05,Closed
1728,83,20,CMP-001728,Contamination,Minor,2024-05-10,Closed
1729,64,37,CMP-001729,Contamination,Critical,2026-01-24,Open
1730,83,99,CMP-001730,Packaging,Minor,2026-03-15,Closed
1731,28,9,CMP-001731,Documentation,Major,2026-04-21,Closed
1732,7,25,CMP-001732,Contamination,Critical,2026-01-26,Closed
1733,141,110,CMP-001733,Documentation,Critical,2025-12-30,Closed
1734,68,32,CMP-001734,Packaging,Minor,2026-03-08,Closed
1735,169,85,CMP-001735,Contamination,Minor,2025-02-05,Closed
1736,203,39,CMP-001736,Documentation,Major,2024-03-15,Closed
1737,239,98,CMP-001737,Documentation,Minor,2025-04-11,Closed
1738,143,99,CMP-001738,Documentation,Critical,2025-08-31,Closed
1739,155,52,CMP-001739,Contamination,Minor,2025-01-08,Open
1740,287,12,CMP-001740,Appearance,Critical,2025-11-21,Open
1741,70,45,CMP-001741,Packaging,Major,2025-12-20,Closed
1742,189,61,CMP-001742,Documentation,Major,2024-06-23,Closed
1743,174,47,CMP-001743,Packaging,Major,2025-12-12,Closed
1744,71,36,CMP-001744,Contamination,Critical,2025-03-09,Closed
1745,300,54,CMP-001745,Appearance,Minor,2025-12-16,Closed
1746,248,45,CMP-001746,Performance,Minor,2024-11-20,Closed
1747,200,95,CMP-001747,Performance,Minor,2026-03-19,Closed
1748,200,82,CMP-001748,Appearance,Minor,2024-07-07,Closed
1749,220,74,CMP-001749,Documentation,Minor,2025-03-05,Closed
1750,283,97,CMP-001750,Packaging,Minor,2025-07-19,Closed
1751,120,39,CMP-001751,Appearance,Minor,2024-10-22,Closed
1752,196,59,CMP-001752,Packaging,Minor,2026-02-10,Closed
1753,61,58,CMP-001753,Appearance,Major,2026-01-12,Closed
1754,158,87,CMP-001754,Performance,Minor,2025-11-06,Open
1755,167,118,CMP-001755,Contamination,Minor,2024-02-19,Closed
1756,191,64,CMP-001756,Appearance,Major,2025-11-02,Closed
1757,219,64,CMP-001757,Contamination,Minor,2025-08-05,Closed
1758,206,60,CMP-001758,Packaging,Major,2024-05-30,Closed
1759,111,25,CMP-001759,Appearance,Major,2026-04-23,Closed
1760,253,73,CMP-001760,Appearance,Major,2025-01-05,Closed
1761,52,71,CMP-001761,Performance,Minor,2025-01-28,Closed
1762,28,107,CMP-001762,Appearance,Critical,2024-05-15,Closed
1763,176,33,CMP-001763,Contamination,Critical,2025-10-30,Open
1764,70,40,CMP-001764,Performance,Minor,2025-06-22,Closed
1765,193,4,CMP-001765,Packaging,Major,2025-12-16,Closed
1766,124,107,CMP-001766,Packaging,Major,2025-04-14,Closed
1767,175,26,CMP-001767,Documentation,Minor,2025-07-17,Open
1768,197,24,CMP-001768,Performance,Critical,2024-08-24,Closed
1769,285,62,CMP-001769,Packaging,Minor,2025-03-11,Closed
1770,245,99,CMP-001770,Contamination,Minor,2026-01-29,Closed
1771,251,6,CMP-001771,Performance,Major,2024-03-02,Closed
1772,146,38,CMP-001772,Performance,Major,2025-07-27,Closed
1773,120,21,CMP-001773,Contamination,Minor,2025-10-20,Open
1774,220,32,CMP-001774,Contamination,Minor,2024-01-14,Closed
1775,173,52,CMP-001775,Performance,Minor,2025-07-24,Closed
1776,276,60,CMP-001776,Appearance,Minor,2024-05-28,Closed
1777,169,68,CMP-001777,Packaging,Minor,2025-08-09,Closed
1778,154,117,CMP-001778,Performance,Minor,2025-07-10,Closed
1779,218,69,CMP-001779,Documentation,Major,2025-04-12,Closed
1780,68,79,CMP-001780,Packaging,Minor,2025-04-04,Closed
1781,63,78,CMP-001781,Documentation,Major,2024-05-02,Closed
1782,30,73,CMP-001782,Documentation,Minor,2024-06-27,Open
1783,65,22,CMP-001783,Appearance,Major,2024-03-19,Open
1784,182,92,CMP-001784,Packaging,Minor,2024-05-15,Closed
1785,33,12,CMP-001785,Contamination,Minor,2025-08-05,Closed
1786,69,58,CMP-001786,Documentation,Critical,2025-06-25,Closed
1787,48,47,CMP-001787,Packaging,Major,2024-01-19,Closed
1788,104,75,CMP-001788,Documentation,Minor,2024-12-10,Closed
1789,72,105,CMP-001789,Documentation,Major,2024-08-02,Closed
1790,38,17,CMP-001790,Packaging,Minor,2024-03-13,Open
1791,299,38,CMP-001791,Performance,Major,2024-12-05,Open
1792,271,105,CMP-001792,Performance,Major,2026-01-28,Open
1793,238,54,CMP-001793,Packaging,Critical,2024-10-24,Open
1794,234,23,CMP-001794,Packaging,Major,2024-07-25,Closed
1795,122,75,CMP-001795,Contamination,Major,2024-12-19,Open
1796,27,23,CMP-001796,Documentation,Major,2024-04-08,Closed
1797,274,38,CMP-001797,Performance,Major,2024-04-26,Closed
1798,19,31,CMP-001798,Documentation,Major,2025-10-06,Closed
1799,31,30,CMP-001799,Appearance,Major,2025-08-30,Closed
1800,206,39,CMP-001800,Packaging,Minor,2026-01-06,Open
1801,60,40,CMP-001801,Appearance,Minor,2025-03-28,Closed
1802,152,27,CMP-001802,Appearance,Minor,2024-02-02,Closed
1803,244,106,CMP-001803,Documentation,Major,2026-02-23,Open
1804,71,82,CMP-001804,Appearance,Major,2024-04-03,Closed
1805,79,102,CMP-001805,Documentation,Major,2025-05-04,Closed
1806,293,112,CMP-001806,Contamination,Major,2024-05-12,Closed
1807,230,90,CMP-001807,Appearance,Minor,2024-07-26,Closed
1808,106,73,CMP-001808,Packaging,Minor,2024-08-30,Closed
1809,61,34,CMP-001809,Documentation,Minor,2025-02-26,Closed
1810,35,75,CMP-001810,Performance,Major,2026-01-12,Closed
1811,173,76,CMP-001811,Appearance,Critical,2025-07-14,Open
1812,29,32,CMP-001812,Packaging,Minor,2025-05-08,Closed
1813,73,67,CMP-001813,Performance,Major,2025-05-12,Closed
1814,118,1,CMP-001814,Contamination,Major,2026-02-17,Open
1815,172,73,CMP-001815,Packaging,Minor,2024-07-27,Closed
1816,125,11,CMP-001816,Contamination,Minor,2025-01-28,Closed
1817,217,103,CMP-001817,Documentation,Minor,2025-04-12,Closed
1818,90,104,CMP-001818,Performance,Minor,2025-05-26,Open
1819,135,82,CMP-001819,Contamination,Minor,2024-05-21,Closed
1820,175,98,CMP-001820,Contamination,Major,2025-01-04,Closed
1821,160,71,CMP-001821,Appearance,Minor,2025-07-11,Closed
1822,204,81,CMP-001822,Packaging,Minor,2024-12-12,Closed
1823,94,64,CMP-001823,Packaging,Major,2024-03-10,Closed
1824,248,39,CMP-001824,Documentation,Major,2024-07-19,Closed
1825,197,97,CMP-001825,Packaging,Major,2024-07-28,Open
1826,204,11,CMP-001826,Appearance,Major,2024-06-14,Closed
1827,122,64,CMP-001827,Documentation,Critical,2024-04-18,Closed
1828,179,4,CMP-001828,Performance,Major,2026-02-05,Closed
1829,198,4,CMP-001829,Contamination,Minor,2025-01-03,Closed
1830,242,31,CMP-001830,Documentation,Major,2024-06-22,Closed
1831,157,104,CMP-001831,Performance,Minor,2025-12-03,Closed
1832,175,50,CMP-001832,Packaging,Major,2025-07-09,Closed
1833,117,110,CMP-001833,Packaging,Critical,2025-12-09,Closed
1834,209,116,CMP-001834,Packaging,Major,2024-12-28,Open
1835,221,112,CMP-001835,Documentation,Minor,2026-01-05,Closed
1836,77,6,CMP-001836,Documentation,Major,2024-12-22,Open
1837,271,80,CMP-001837,Appearance,Minor,2024-08-16,Open
1838,76,75,CMP-001838,Documentation,Major,2025-01-21,Closed
1839,66,104,CMP-001839,Contamination,Minor,2024-05-07,Closed
1840,80,64,CMP-001840,Documentation,Minor,2026-03-07,Closed
1841,273,18,CMP-001841,Contamination,Minor,2024-09-18,Closed
1842,144,72,CMP-001842,Performance,Major,2025-02-16,Closed
1843,237,16,CMP-001843,Contamination,Minor,2025-03-17,Closed
1844,175,31,CMP-001844,Documentation,Minor,2025-12-09,Closed
1845,194,92,CMP-001845,Appearance,Major,2024-09-15,Closed
1846,92,101,CMP-001846,Documentation,Major,2025-05-25,Closed
1847,291,101,CMP-001847,Performance,Minor,2024-09-02,Closed
1848,84,84,CMP-001848,Appearance,Minor,2025-12-29,Closed
1849,178,94,CMP-001849,Appearance,Minor,2025-12-10,Open
1850,128,95,CMP-001850,Packaging,Minor,2025-04-04,Closed
1851,293,107,CMP-001851,Packaging,Minor,2024-05-23,Open
1852,138,20,CMP-001852,Appearance,Major,2025-04-26,Closed
1853,287,84,CMP-001853,Packaging,Minor,2024-06-19,Open
1854,17,106,CMP-001854,Packaging,Minor,2024-12-10,Closed
1855,280,15,CMP-001855,Performance,Minor,2024-02-15,Closed
1856,156,28,CMP-001856,Appearance,Major,2026-02-15,Closed
1857,122,23,CMP-001857,Appearance,Major,2024-02-05,Closed
1858,207,43,CMP-001858,Packaging,Minor,2025-03-04,Closed
1859,116,57,CMP-001859,Appearance,Critical,2025-07-06,Open
1860,226,89,CMP-001860,Documentation,Minor,2024-12-08,Closed
1861,203,78,CMP-001861,Packaging,Minor,2025-12-01,Closed
1862,19,97,CMP-001862,Performance,Minor,2024-11-26,Closed
1863,286,86,CMP-001863,Contamination,Major,2025-09-27,Closed
1864,262,114,CMP-001864,Appearance,Major,2025-03-06,Closed
1865,118,13,CMP-001865,Packaging,Critical,2025-07-11,Closed
1866,143,77,CMP-001866,Documentation,Minor,2024-07-13,Closed
1867,22,77,CMP-001867,Performance,Minor,2025-04-25,Closed
1868,214,61,CMP-001868,Documentation,Minor,2024-02-02,Closed
1869,6,25,CMP-001869,Documentation,Major,2025-01-02,Closed
1870,210,44,CMP-001870,Contamination,Minor,2026-03-07,Closed
1871,17,94,CMP-001871,Performance,Major,2024-01-27,Closed
1872,151,105,CMP-001872,Documentation,Major,2024-05-16,Closed
1873,50,20,CMP-001873,Performance,Major,2026-03-27,Closed
1874,232,50,CMP-001874,Documentation,Minor,2025-09-30,Open
1875,233,10,CMP-001875,Packaging,Major,2025-12-23,Open
1876,243,111,CMP-001876,Packaging,Major,2026-04-09,Closed
1877,277,89,CMP-001877,Performance,Critical,2025-01-25,Closed
1878,223,85,CMP-001878,Appearance,Minor,2025-10-17,Closed
1879,177,7,CMP-001879,Contamination,Major,2026-04-21,Closed
1880,98,18,CMP-001880,Appearance,Minor,2024-11-05,Open
1881,173,96,CMP-001881,Packaging,Minor,2024-08-21,Closed
1882,216,49,CMP-001882,Performance,Minor,2025-10-02,Open
1883,264,86,CMP-001883,Documentation,Major,2025-07-17,Closed
1884,95,27,CMP-001884,Performance,Minor,2025-04-12,Closed
1885,2,29,CMP-001885,Appearance,Minor,2025-02-06,Closed
1886,185,30,CMP-001886,Performance,Minor,2026-03-24,Closed
1887,36,108,CMP-001887,Contamination,Major,2025-04-17,Closed
1888,243,30,CMP-001888,Performance,Major,2024-09-28,Closed
1889,122,80,CMP-001889,Documentation,Minor,2024-02-20,Open
1890,214,116,CMP-001890,Appearance,Minor,2024-01-23,Closed
1891,172,67,CMP-001891,Performance,Minor,2024-02-04,Closed
1892,288,4,CMP-001892,Performance,Major,2024-12-21,Closed
1893,295,13,CMP-001893,Documentation,Major,2025-05-04,Open
1894,102,103,CMP-001894,Contamination,Major,2025-02-25,Closed
1895,219,9,CMP-001895,Packaging,Minor,2026-03-17,Open
1896,259,55,CMP-001896,Performance,Minor,2024-03-13,Closed
1897,157,19,CMP-001897,Packaging,Major,2025-10-02,Open
1898,74,107,CMP-001898,Contamination,Minor,2025-05-14,Closed
1899,119,18,CMP-001899,Documentation,Critical,2024-12-15,Closed
1900,115,32,CMP-001900,Documentation,Minor,2025-02-28,Open
1901,130,100,CMP-001901,Performance,Minor,2025-12-17,Closed
1902,234,74,CMP-001902,Contamination,Minor,2024-09-03,Open
1903,4,118,CMP-001903,Performance,Critical,2025-03-26,Open
1904,269,117,CMP-001904,Documentation,Minor,2025-06-07,Closed
1905,228,26,CMP-001905,Documentation,Critical,2026-03-03,Open
1906,256,18,CMP-001906,Contamination,Minor,2025-12-10,Closed
