stability_result_id,material_id,method_id,condition,timepoint_month,result_numeric,status,tested_date
5108,73,31,40C/75RH,12,97.2563,PASS,2025-03-14
5109,92,38,25C/60RH,18,102.4144,PASS,2025-12-28
5110,247,22,25C/60RH,1,91.7568,PASS,2025-04-03
5111,253,14,40C/75RH,36,90.3383,PASS,2025-12-21
5112,10,10,30C/65RH,9,98.1732,PASS,2024-11-30
5113,133,15,25C/60RH,3,99.6748,PASS,2025-07-07
5114,10,22,40C/75RH,3,88.5652,PASS,2024-04-13
5115,154,9,2-8C,12,87.0249,PASS,2024-03-23
5116,54,7,30C/65RH,36,104.1228,PASS,2024-03-16
5117,296,17,40C/75RH,1,86.2896,PASS,2024-05-10
5118,103,29,30C/65RH,9,99.9673,PASS,2024-01-08
5119,99,43,30C/65RH,36,103.159,PASS,2025-09-01
5120,286,38,30C/65RH,24,101.7225,PASS,2025-10-01
5121,148,9,40C/75RH,36,94.404,PASS,2026-03-15
5122,36,26,2-8C,36,102.551,PASS,2025-07-03
5123,133,20,25C/60RH,24,107.9509,PASS,2024-09-03
5124,191,30,30C/65RH,18,91.6017,PASS,2025-04-18
5125,183,44,25C/60RH,6,95.5308,PASS,2025-01-30
5126,5,15,2-8C,12,100.498,PASS,2024-01-16
5127,174,33,25C/60RH,9,89.2717,PASS,2025-07-11
5128,230,14,40C/75RH,12,100.7989,PASS,2024-08-13
5129,287,30,40C/75RH,12,105.5635,PASS,2025-12-28
5130,299,31,30C/65RH,9,86.269,PASS,2024-10-07
5131,236,24,40C/75RH,6,88.7585,PASS,2026-04-18
5132,284,23,40C/75RH,24,101.3963,PASS,2026-04-18
5133,31,45,25C/60RH,9,96.4472,PASS,2025-10-14
5134,72,39,30C/65RH,24,103.0859,PASS,2026-04-04
5135,298,2,25C/60RH,18,104.3994,PASS,2024-06-07
5136,295,1,2-8C,12,100.3402,PASS,2024-06-05
5137,222,15,40C/75RH,36,90.8766,PASS,2025-06-12
5138,249,8,40C/75RH,3,103.9818,PASS,2024-08-09
5139,274,24,25C/60RH,6,101.015,PASS,2026-03-15
5140,172,31,30C/65RH,1,103.2296,PASS,2025-06-14
5141,144,28,30C/65RH,36,92.0697,PASS,2024-01-19
5142,61,18,25C/60RH,24,104.0133,PASS,2025-10-29
5143,212,14,30C/65RH,9,89.2112,PASS,2024-01-07
5144,29,20,30C/65RH,18,92.0227,PASS,2025-05-20
5145,151,11,30C/65RH,18,113.9423,PASS,2025-12-12
5146,139,21,40C/75RH,36,90.6583,PASS,2024-04-19
5147,139,9,30C/65RH,0,104.6184,PASS,2024-02-10
5148,182,15,40C/75RH,9,93.4406,PASS,2025-03-04
5149,45,37,40C/75RH,0,95.1104,PASS,2025-05-23
5150,272,5,25C/60RH,24,96.484,PASS,2025-01-16
5151,11,2,25C/60RH,24,112.3795,PASS,2026-04-13
5152,268,43,25C/60RH,18,86.2809,PASS,2025-06-11
5153,120,39,30C/65RH,1,101.3061,PASS,2025-12-18
5154,266,18,40C/75RH,18,94.5086,PASS,2025-02-08
5155,27,19,2-8C,6,92.087,PASS,2025-11-27
5156,271,10,40C/75RH,3,102.5069,PASS,2025-07-08
5157,12,29,25C/60RH,24,96.2591,PASS,2025-03-12
5158,292,14,2-8C,18,100.9551,PASS,2024-01-16
5159,162,12,25C/60RH,18,99.772,PASS,2024-04-23
5160,30,7,25C/60RH,3,108.6861,PASS,2024-09-29
5161,217,28,40C/75RH,0,105.4599,PASS,2026-03-29
5162,55,10,25C/60RH,24,86.4244,PASS,2024-03-01
5163,255,27,2-8C,3,100.6235,OOT,2025-01-26
5164,155,28,30C/65RH,9,101.3339,PASS,2025-02-03
5165,284,9,40C/75RH,12,98.3829,PASS,2025-07-07
5166,256,24,30C/65RH,9,107.5067,PASS,2025-06-20
5167,43,28,25C/60RH,36,105.1891,PASS,2025-11-20
5168,206,31,40C/75RH,6,88.2179,PASS,2024-04-29
5169,162,19,2-8C,6,93.1172,PASS,2024-02-19
5170,296,16,30C/65RH,0,90.5916,PASS,2024-10-19
5171,192,38,30C/65RH,6,98.6875,PASS,2024-10-24
5172,137,39,40C/75RH,9,90.3455,PASS,2026-02-21
5173,108,17,25C/60RH,1,112.8979,OOT,2024-05-04
5174,140,12,30C/65RH,1,96.802,PASS,2025-12-21
5175,224,26,25C/60RH,12,96.0987,PASS,2024-11-13
5176,37,44,40C/75RH,3,83.3663,PASS,2024-11-13
5177,112,45,25C/60RH,24,98.6652,PASS,2026-04-22
5178,199,3,25C/60RH,18,100.5043,PASS,2024-01-19
5179,218,34,2-8C,0,90.3856,PASS,2025-06-20
5180,135,18,40C/75RH,12,110.3274,PASS,2026-04-19
5181,213,22,30C/65RH,24,81.8635,PASS,2024-04-19
5182,172,34,40C/75RH,36,100.6106,PASS,2025-08-18
5183,169,17,30C/65RH,18,103.3249,PASS,2024-01-04
5184,26,24,40C/75RH,18,87.9727,PASS,2024-12-10
5185,278,8,2-8C,1,103.2887,PASS,2024-08-17
5186,86,34,2-8C,12,100.3048,PASS,2025-05-06
5187,118,15,30C/65RH,9,97.281,PASS,2024-05-17
5188,192,1,25C/60RH,6,94.4496,PASS,2025-04-18
5189,142,26,2-8C,12,98.8268,PASS,2025-03-04
5190,293,34,40C/75RH,3,101.3201,PASS,2026-01-30
5191,291,28,25C/60RH,24,103.2433,PASS,2024-05-11
5192,88,32,40C/75RH,12,102.2774,PASS,2026-03-06
5193,155,17,25C/60RH,6,92.1732,PASS,2025-03-17
5194,74,24,40C/75RH,9,89.7916,PASS,2025-09-08
5195,4,15,2-8C,1,92.2899,OOS,2025-09-13
5196,167,24,25C/60RH,9,100.6269,OOS,2026-02-25
5197,147,1,30C/65RH,36,94.6045,PASS,2024-05-23
5198,30,14,30C/65RH,12,98.9965,OOS,2024-10-31
5199,52,12,2-8C,18,106.1947,PASS,2025-01-23
5200,186,43,30C/65RH,24,99.5183,PASS,2024-09-25
5201,87,16,2-8C,12,99.2925,PASS,2025-11-21
5202,113,18,2-8C,6,93.9012,PASS,2024-03-03
5203,56,42,25C/60RH,12,97.8129,PASS,2025-12-26
5204,132,24,25C/60RH,36,84.0742,PASS,2026-03-16
5205,126,6,30C/65RH,36,97.8071,PASS,2025-07-11
5206,116,27,2-8C,9,105.9592,PASS,2024-08-10
5207,4,1,2-8C,6,86.5471,OOT,2024-07-21
5208,43,8,2-8C,0,100.5828,PASS,2025-11-01
5209,187,32,25C/60RH,6,107.7738,PASS,2026-03-05
5210,247,42,30C/65RH,24,87.7226,PASS,2024-08-21
5211,206,35,2-8C,1,94.481,PASS,2024-09-23
5212,4,16,40C/75RH,3,99.8127,PASS,2024-05-15
5213,147,20,30C/65RH,9,90.2807,PASS,2025-06-28
5214,60,32,2-8C,9,86.919,PASS,2026-02-22
5215,19,22,40C/75RH,24,101.0456,PASS,2025-02-09
5216,161,21,30C/65RH,1,101.0077,PASS,2026-02-02
5217,295,25,40C/75RH,18,98.8896,PASS,2024-05-04
5218,283,34,30C/65RH,3,104.7332,PASS,2025-06-05
5219,101,14,40C/75RH,9,96.9879,PASS,2024-08-31
5220,203,9,25C/60RH,1,107.7337,PASS,2024-01-01
5221,181,20,40C/75RH,6,106.0814,PASS,2025-01-30
5222,90,9,2-8C,24,89.8601,PASS,2024-02-27
5223,263,7,25C/60RH,12,102.0028,PASS,2024-05-10
5224,226,35,40C/75RH,0,112.602,PASS,2025-08-07
5225,26,18,40C/75RH,9,93.1555,PASS,2024-06-12
5226,271,16,2-8C,1,99.4735,OOT,2025-03-15
5227,44,10,2-8C,18,86.6477,PASS,2025-12-04
5228,57,34,25C/60RH,18,90.0788,PASS,2024-06-08
5229,70,7,25C/60RH,18,94.8159,PASS,2026-01-31
5230,173,4,25C/60RH,9,89.2368,PASS,2025-04-16
5231,276,38,2-8C,12,84.285,OOS,2024-04-17
5232,126,25,25C/60RH,18,99.3532,PASS,2024-11-27
5233,133,37,40C/75RH,9,103.9713,PASS,2024-02-22
5234,233,5,2-8C,12,105.0304,PASS,2025-09-29
5235,104,6,40C/75RH,24,94.7136,PASS,2024-11-12
5236,87,26,40C/75RH,18,105.6309,PASS,2025-02-02
5237,228,15,2-8C,36,101.0208,PASS,2025-08-19
5238,38,8,2-8C,18,90.4825,PASS,2025-03-13
5239,152,8,40C/75RH,1,89.9208,PASS,2025-10-12
5240,10,31,30C/65RH,12,93.6611,PASS,2024-10-12
5241,275,31,25C/60RH,3,97.851,PASS,2025-05-09
5242,193,20,25C/60RH,36,96.3219,PASS,2026-03-04
5243,126,12,25C/60RH,6,93.7967,PASS,2024-11-01
5244,56,23,25C/60RH,3,93.0122,PASS,2024-04-05
5245,57,14,40C/75RH,6,101.2561,PASS,2026-02-07
5246,267,10,2-8C,1,98.5775,PASS,2024-12-21
5247,165,31,40C/75RH,9,95.9131,PASS,2024-06-30
5248,172,23,25C/60RH,12,94.2789,OOT,2024-07-29
5249,296,36,2-8C,36,97.1851,PASS,2024-03-03
5250,141,31,25C/60RH,3,92.7218,PASS,2025-05-22
5251,13,31,40C/75RH,12,93.0718,PASS,2024-02-06
5252,264,2,25C/60RH,0,85.2121,PASS,2025-04-05
5253,98,31,30C/65RH,6,104.2807,PASS,2024-02-26
5254,143,39,25C/60RH,36,105.1457,PASS,2025-08-30
5255,88,36,30C/65RH,6,97.5417,PASS,2026-02-16
5256,161,41,25C/60RH,1,99.4608,PASS,2024-06-29
5257,13,32,30C/65RH,9,103.7162,PASS,2024-12-26
5258,133,27,2-8C,1,88.8758,PASS,2024-12-26
5259,125,37,2-8C,0,101.1668,PASS,2024-09-02
5260,189,17,30C/65RH,36,94.7616,OOT,2024-12-21
5261,202,43,30C/65RH,3,85.2782,PASS,2024-07-01
5262,117,8,2-8C,36,89.1183,PASS,2024-04-05
5263,248,22,30C/65RH,1,98.1993,PASS,2024-06-28
5264,62,39,25C/60RH,24,95.2354,PASS,2025-05-27
5265,255,7,2-8C,24,108.0914,PASS,2026-03-26
5266,33,11,30C/65RH,36,99.118,PASS,2025-01-30
5267,57,23,25C/60RH,1,101.6061,OOT,2025-03-03
5268,19,43,25C/60RH,0,91.1988,OOS,2025-02-15
5269,156,15,25C/60RH,0,90.2701,PASS,2024-11-14
5270,64,39,2-8C,3,101.3435,PASS,2025-11-30
5271,181,1,30C/65RH,12,110.9371,PASS,2025-02-03
5272,23,22,2-8C,3,94.1092,PASS,2024-11-03
5273,41,15,25C/60RH,9,97.9748,PASS,2025-07-16
5274,193,27,2-8C,1,93.8746,PASS,2024-08-29
5275,79,3,30C/65RH,6,84.828,PASS,2024-02-01
5276,110,28,40C/75RH,9,96.7074,OOT,2024-08-21
5277,272,24,2-8C,18,104.5086,PASS,2026-04-11
5278,223,30,25C/60RH,1,93.8521,PASS,2024-04-18
5279,229,17,40C/75RH,18,98.5741,PASS,2025-03-25
5280,138,38,40C/75RH,24,88.8118,PASS,2024-09-11
5281,123,45,30C/65RH,24,94.5469,PASS,2026-01-13
5282,205,33,25C/60RH,6,95.3558,PASS,2024-09-16
5283,121,5,2-8C,1,105.719,PASS,2025-06-25
5284,54,29,2-8C,6,92.6432,PASS,2024-12-30
5285,214,37,30C/65RH,6,98.6971,PASS,2024-10-13
5286,42,3,40C/75RH,1,89.2291,PASS,2026-02-02
5287,233,14,40C/75RH,18,95.1611,PASS,2024-07-21
5288,137,43,25C/60RH,12,100.4191,PASS,2024-04-13
5289,65,43,30C/65RH,9,99.8521,PASS,2025-06-06
5290,177,22,25C/60RH,1,86.8282,PASS,2024-10-06
5291,46,42,2-8C,18,96.6762,OOT,2025-09-27
5292,242,21,40C/75RH,18,111.1861,PASS,2025-02-15
5293,80,29,25C/60RH,24,111.5112,PASS,2024-11-12
5294,94,22,40C/75RH,6,111.0604,PASS,2024-11-09
5295,202,12,2-8C,12,100.5524,PASS,2026-04-12
5296,218,32,30C/65RH,36,108.9904,PASS,2026-02-11
5297,17,1,40C/75RH,9,95.23,PASS,2024-02-27
5298,4,8,25C/60RH,9,95.9731,PASS,2026-03-29
5299,8,5,25C/60RH,1,100.9426,PASS,2025-03-18
5300,24,25,40C/75RH,1,98.6813,PASS,2024-06-03
5301,242,15,2-8C,18,103.5311,PASS,2024-04-10
5302,288,5,2-8C,36,105.6047,PASS,2026-03-05
5303,57,2,25C/60RH,6,101.2901,PASS,2024-06-11
5304,234,39,40C/75RH,3,88.1037,PASS,2025-01-27
5305,276,38,40C/75RH,18,97.7104,PASS,2026-03-14
5306,153,39,2-8C,24,96.8864,PASS,2025-11-28
5307,52,3,2-8C,9,88.8184,PASS,2024-04-18
5308,147,39,25C/60RH,6,97.3802,PASS,2025-12-20
5309,142,32,2-8C,36,94.3277,PASS,2025-06-25
5310,276,4,25C/60RH,36,115.2874,PASS,2025-03-25
5311,62,27,25C/60RH,24,108.3273,PASS,2024-12-15
5312,152,45,25C/60RH,3,100.4918,PASS,2026-04-27
5313,81,10,25C/60RH,9,94.8873,PASS,2024-01-20
5314,220,13,2-8C,1,98.7521,PASS,2025-03-02
5315,291,8,2-8C,18,104.1213,PASS,2025-07-11
5316,293,42,2-8C,24,97.4423,PASS,2026-02-18
5317,30,4,2-8C,3,97.8699,PASS,2025-05-23
5318,298,45,2-8C,6,107.9619,PASS,2026-04-12
5319,114,38,40C/75RH,1,103.7057,PASS,2026-02-27
5320,66,35,40C/75RH,36,97.0455,PASS,2024-06-03
5321,250,7,25C/60RH,12,108.2911,PASS,2025-05-14
5322,83,1,30C/65RH,1,98.7447,OOS,2025-08-13
5323,61,26,2-8C,0,108.0269,OOS,2026-01-05
5324,208,28,30C/65RH,36,109.5533,PASS,2025-04-20
5325,120,15,25C/60RH,18,101.631,PASS,2025-04-30
5326,299,19,25C/60RH,3,95.7993,PASS,2024-02-16
5327,163,28,30C/65RH,12,92.7664,PASS,2024-09-06
5328,224,20,25C/60RH,6,97.344,PASS,2025-05-03
5329,268,40,25C/60RH,6,99.0759,PASS,2025-02-05
5330,271,1,40C/75RH,36,94.9945,PASS,2025-09-04
5331,107,36,30C/65RH,6,90.6606,PASS,2024-02-01
5332,210,29,2-8C,1,112.0651,PASS,2025-12-29
5333,86,15,25C/60RH,12,93.1929,PASS,2025-01-15
5334,164,14,40C/75RH,6,109.1601,PASS,2024-05-07
5335,112,28,40C/75RH,24,89.0059,PASS,2025-11-08
5336,97,17,30C/65RH,3,99.0645,PASS,2025-06-05
5337,86,7,2-8C,1,88.8018,PASS,2025-09-22
5338,74,42,40C/75RH,6,101.3808,PASS,2025-10-09
5339,16,45,25C/60RH,3,100.9727,PASS,2024-10-17
5340,177,36,25C/60RH,12,105.4992,PASS,2024-04-20
5341,283,43,2-8C,1,102.4436,PASS,2025-03-01
5342,281,15,25C/60RH,9,89.8183,PASS,2024-09-18
5343,127,22,25C/60RH,36,106.341,OOS,2026-01-27
5344,108,4,30C/65RH,24,112.4933,PASS,2024-10-05
5345,155,8,40C/75RH,3,95.341,PASS,2025-09-17
5346,291,20,30C/65RH,9,98.4948,PASS,2025-02-02
5347,103,29,25C/60RH,3,94.0254,OOT,2025-09-29
5348,123,33,25C/60RH,9,100.2579,PASS,2026-04-04
5349,283,27,30C/65RH,36,99.8272,OOS,2024-12-14
5350,193,19,30C/65RH,18,103.2357,OOT,2024-01-15
5351,12,41,25C/60RH,6,92.5626,PASS,2024-04-27
5352,91,9,30C/65RH,1,92.9739,PASS,2024-09-18
5353,75,35,25C/60RH,24,100.1853,PASS,2025-02-14
5354,245,38,30C/65RH,3,87.5274,PASS,2024-03-12
5355,76,36,2-8C,9,96.097,PASS,2024-04-27
5356,206,36,40C/75RH,24,96.6337,PASS,2024-10-05
5357,121,5,2-8C,24,104.2576,PASS,2025-08-16
5358,34,18,40C/75RH,12,85.957,PASS,2025-05-07
5359,46,23,2-8C,6,101.1997,PASS,2024-12-19
5360,149,12,2-8C,24,97.7019,PASS,2024-08-05
5361,137,41,2-8C,18,100.4779,PASS,2025-08-01
5362,145,3,40C/75RH,24,98.2227,PASS,2025-08-30
5363,86,10,40C/75RH,9,103.273,PASS,2025-07-18
5364,295,26,25C/60RH,1,106.2786,PASS,2024-05-08
5365,277,21,30C/65RH,24,100.7593,OOS,2025-10-19
5366,100,17,30C/65RH,3,91.8272,PASS,2024-02-07
5367,299,30,30C/65RH,18,103.6981,PASS,2025-07-22
5368,216,5,30C/65RH,6,85.2525,PASS,2025-11-17
5369,53,45,25C/60RH,18,86.6912,PASS,2025-01-01
5370,69,42,25C/60RH,24,96.8362,PASS,2025-08-21
5371,215,11,40C/75RH,1,102.0076,PASS,2024-07-01
5372,274,2,2-8C,12,109.5211,OOT,2025-02-23
5373,153,41,2-8C,12,101.0895,PASS,2025-03-17
5374,273,23,30C/65RH,12,104.5496,PASS,2026-02-03
5375,142,14,25C/60RH,18,104.8319,PASS,2025-04-14
5376,177,3,30C/65RH,1,96.3419,PASS,2025-01-18
5377,215,32,40C/75RH,0,84.8049,PASS,2024-04-10
5378,18,15,2-8C,12,90.362,PASS,2025-11-30
5379,219,44,30C/65RH,0,98.3335,PASS,2025-08-13
5380,146,1,25C/60RH,24,86.7242,PASS,2024-04-23
5381,188,30,40C/75RH,3,103.261,PASS,2024-09-23
5382,79,24,40C/75RH,1,106.5392,PASS,2025-11-14
5383,54,21,30C/65RH,0,87.9222,PASS,2025-02-11
5384,32,13,25C/60RH,0,95.0346,PASS,2026-04-21
5385,121,3,25C/60RH,3,94.0001,PASS,2024-01-13
5386,195,32,40C/75RH,6,101.1853,PASS,2025-10-27
5387,197,19,30C/65RH,9,81.783,PASS,2025-05-15
5388,96,44,40C/75RH,1,112.1912,PASS,2024-02-10
5389,211,41,25C/60RH,18,84.6159,PASS,2024-06-16
5390,61,25,30C/65RH,6,108.929,PASS,2024-07-24
5391,270,19,25C/60RH,6,90.6425,PASS,2025-08-27
5392,286,45,30C/65RH,1,99.3536,PASS,2024-06-14
5393,297,10,25C/60RH,24,94.3153,OOT,2024-10-09
5394,83,27,2-8C,12,104.7832,PASS,2025-10-11
5395,259,17,30C/65RH,3,87.2548,OOS,2025-11-13
5396,122,22,30C/65RH,6,89.935,PASS,2025-07-04
5397,6,7,40C/75RH,18,97.0124,PASS,2024-11-13
5398,215,17,25C/60RH,6,100.9684,PASS,2024-05-24
5399,125,41,2-8C,6,97.0184,PASS,2025-02-19
5400,4,41,2-8C,3,95.4235,PASS,2024-01-21
5401,49,45,25C/60RH,12,93.3319,PASS,2025-08-05
5402,106,16,2-8C,36,90.0915,PASS,2024-09-29
5403,32,25,30C/65RH,12,105.2318,PASS,2025-01-09
5404,292,15,2-8C,3,94.6699,PASS,2026-02-13
5405,216,44,30C/65RH,36,95.9385,PASS,2024-03-08
5406,171,45,2-8C,36,94.8325,PASS,2025-08-26
5407,107,17,2-8C,36,95.9138,PASS,2025-01-12
5408,233,29,2-8C,3,100.1711,PASS,2025-06-01
5409,210,44,25C/60RH,12,93.3336,PASS,2024-09-07
5410,90,26,30C/65RH,12,104.8931,PASS,2024-02-23
5411,34,27,40C/75RH,12,102.1949,PASS,2026-04-10
5412,110,8,40C/75RH,6,96.0649,PASS,2024-05-27
5413,217,29,30C/65RH,0,94.6222,PASS,2025-02-06
5414,81,8,30C/65RH,1,103.9819,PASS,2024-05-10
5415,170,9,40C/75RH,36,95.2943,PASS,2025-11-01
5416,188,1,25C/60RH,24,95.9416,PASS,2026-02-09
5417,84,1,25C/60RH,6,105.2564,PASS,2024-12-22
5418,74,14,40C/75RH,12,96.1931,PASS,2025-12-06
5419,89,30,25C/60RH,1,99.8748,PASS,2024-11-03
5420,223,9,2-8C,0,98.8149,PASS,2024-07-07
5421,117,40,30C/65RH,24,96.6526,PASS,2025-08-01
5422,23,8,40C/75RH,0,98.2068,PASS,2024-12-03
5423,231,27,40C/75RH,6,86.8973,PASS,2025-10-29
5424,282,28,40C/75RH,3,99.359,PASS,2026-02-03
5425,293,14,30C/65RH,12,101.0571,PASS,2024-01-11
5426,275,39,25C/60RH,9,90.3287,PASS,2025-08-30
5427,264,8,25C/60RH,1,88.7657,PASS,2025-08-06
5428,21,37,40C/75RH,9,92.6013,PASS,2024-10-12
5429,118,33,2-8C,36,94.9977,PASS,2025-02-19
5430,132,30,2-8C,24,97.3997,PASS,2024-01-23
5431,297,1,40C/75RH,24,90.7042,PASS,2025-09-26
5432,239,20,30C/65RH,24,106.2401,OOT,2025-04-07
5433,197,29,40C/75RH,0,106.5151,PASS,2024-07-19
5434,51,10,30C/65RH,1,91.0616,PASS,2024-11-26
5435,292,22,40C/75RH,0,92.4551,PASS,2024-04-14
5436,80,11,30C/65RH,36,108.8643,PASS,2025-02-10
5437,43,17,2-8C,24,88.7892,OOT,2024-01-22
5438,64,41,25C/60RH,18,96.9331,PASS,2024-07-06
5439,163,5,25C/60RH,18,104.1081,PASS,2024-07-30
5440,227,44,25C/60RH,3,99.2166,PASS,2024-08-02
5441,54,19,2-8C,9,95.4403,PASS,2024-10-08
5442,28,26,25C/60RH,3,101.5334,PASS,2024-07-23
5443,79,3,40C/75RH,6,105.5388,OOT,2024-06-06
5444,44,18,2-8C,36,98.7156,PASS,2026-02-24
5445,198,34,2-8C,1,102.9268,PASS,2024-05-06
5446,271,7,2-8C,6,92.7705,OOS,2024-04-17
5447,95,16,30C/65RH,1,115.6627,PASS,2024-06-30
5448,115,6,25C/60RH,0,97.5165,OOS,2026-03-06
5449,58,37,25C/60RH,1,107.5125,PASS,2025-12-31
5450,121,30,2-8C,24,91.5098,PASS,2026-03-28
5451,79,38,40C/75RH,1,96.5075,PASS,2024-09-15
5452,242,15,40C/75RH,9,94.3387,OOS,2025-02-12
5453,129,33,25C/60RH,36,100.4904,PASS,2026-04-13
5454,15,30,30C/65RH,9,84.3983,PASS,2024-11-26
5455,40,32,40C/75RH,9,90.4808,PASS,2025-09-15
5456,78,41,25C/60RH,1,98.4081,PASS,2024-11-19
5457,280,3,40C/75RH,3,105.9505,PASS,2026-02-19
5458,124,43,30C/65RH,9,99.995,PASS,2025-02-17
5459,7,32,2-8C,6,84.8154,PASS,2024-10-31
5460,32,32,2-8C,0,105.2593,PASS,2026-03-19
5461,284,38,25C/60RH,0,88.8872,PASS,2025-12-07
5462,83,6,2-8C,3,92.1266,PASS,2024-01-11
5463,290,6,2-8C,0,99.5082,PASS,2024-08-18
5464,48,2,25C/60RH,18,88.3645,PASS,2026-01-28
5465,28,15,40C/75RH,6,108.0677,PASS,2024-04-15
5466,292,45,30C/65RH,3,101.8283,PASS,2025-03-23
5467,100,11,2-8C,12,100.0795,OOS,2026-03-05
5468,78,18,30C/65RH,36,103.761,PASS,2026-04-18
5469,79,13,40C/75RH,18,105.835,PASS,2024-12-08
5470,217,29,25C/60RH,9,99.7582,PASS,2024-10-20
5471,116,29,40C/75RH,36,108.5074,PASS,2024-12-30
5472,137,20,30C/65RH,18,85.102,PASS,2024-06-26
5473,170,32,25C/60RH,1,111.2815,PASS,2025-03-10
5474,70,32,25C/60RH,18,106.6666,OOS,2025-11-20
5475,230,18,30C/65RH,6,93.7194,PASS,2026-04-02
5476,283,21,25C/60RH,6,106.7597,PASS,2025-12-29
5477,231,28,40C/75RH,6,100.9632,PASS,2024-01-30
5478,201,34,30C/65RH,12,100.9124,PASS,2025-07-18
5479,211,11,2-8C,12,80.9424,PASS,2025-08-06
5480,176,42,25C/60RH,24,98.0925,OOT,2025-12-08
5481,232,28,40C/75RH,9,103.1792,PASS,2025-09-03
5482,196,11,30C/65RH,3,103.0983,PASS,2026-02-04
5483,138,43,40C/75RH,9,109.66,OOS,2024-04-23
5484,80,45,30C/65RH,3,108.5142,PASS,2026-03-07
5485,224,4,25C/60RH,36,91.7797,PASS,2025-09-04
5486,134,28,2-8C,3,102.5022,PASS,2025-04-06
5487,276,30,30C/65RH,0,100.3304,PASS,2026-01-28
5488,240,23,2-8C,9,86.3001,PASS,2024-02-24
5489,187,16,2-8C,9,85.8568,PASS,2024-10-11
5490,196,29,30C/65RH,3,93.4105,PASS,2026-02-03
5491,175,1,30C/65RH,3,98.6518,PASS,2025-03-22
5492,41,45,40C/75RH,9,97.9173,PASS,2024-02-14
5493,296,27,30C/65RH,9,96.5447,PASS,2026-02-22
5494,223,2,40C/75RH,0,92.2248,PASS,2024-09-13
5495,237,32,40C/75RH,1,97.842,PASS,2025-06-06
5496,142,1,2-8C,9,103.4336,PASS,2025-10-21
5497,212,13,30C/65RH,9,94.0749,PASS,2025-07-14
5498,200,40,25C/60RH,1,92.0818,PASS,2024-04-27
5499,90,31,30C/65RH,24,103.1902,OOS,2025-09-02
5500,217,33,25C/60RH,12,100.0447,PASS,2025-10-23
5501,14,34,30C/65RH,36,95.0014,PASS,2024-02-23
5502,116,31,25C/60RH,9,98.56,PASS,2024-01-02
5503,63,21,40C/75RH,36,108.0076,PASS,2025-08-19
5504,265,9,2-8C,9,89.2583,PASS,2024-02-17
5505,183,24,40C/75RH,6,101.9266,PASS,2024-03-21
5506,130,2,30C/65RH,18,89.1581,PASS,2025-04-05
5507,14,21,40C/75RH,18,99.8665,PASS,2026-04-02
5508,111,32,40C/75RH,9,93.1731,PASS,2026-02-24
5509,179,17,40C/75RH,0,92.9192,PASS,2024-09-17
5510,64,2,30C/65RH,9,102.8752,OOS,2025-02-16
5511,264,33,30C/65RH,3,90.4178,PASS,2026-01-03
5512,278,17,30C/65RH,12,97.6851,PASS,2024-12-16
5513,290,24,25C/60RH,18,93.4576,PASS,2024-03-07
5514,207,5,40C/75RH,9,92.7095,PASS,2025-06-12
5515,179,21,25C/60RH,18,97.7489,PASS,2024-10-19
5516,174,34,2-8C,12,104.6656,OOS,2025-11-30
5517,279,6,2-8C,6,105.6762,PASS,2025-12-13
5518,30,3,40C/75RH,0,92.1951,OOS,2026-03-15
5519,283,23,40C/75RH,3,97.8846,PASS,2026-03-10
5520,199,28,25C/60RH,36,95.7833,PASS,2026-04-16
5521,64,8,30C/65RH,6,83.1724,PASS,2024-03-31
5522,166,14,25C/60RH,3,97.2581,PASS,2025-11-26
5523,82,2,40C/75RH,1,103.906,PASS,2024-09-26
5524,254,24,2-8C,3,84.0804,PASS,2024-03-29
5525,268,6,30C/65RH,3,93.5718,PASS,2025-09-13
5526,105,44,40C/75RH,3,103.4805,PASS,2024-02-24
5527,106,33,30C/65RH,18,95.4591,PASS,2025-05-06
5528,211,41,40C/75RH,1,93.0591,PASS,2024-07-05
5529,34,7,25C/60RH,36,102.5024,PASS,2024-10-04
5530,241,40,40C/75RH,12,94.2172,PASS,2024-03-24
5531,230,28,2-8C,36,90.278,PASS,2024-06-10
5532,49,8,25C/60RH,36,109.0714,PASS,2024-04-01
5533,194,7,2-8C,9,111.7275,PASS,2024-08-30
5534,196,32,40C/75RH,6,102.419,PASS,2024-01-04
5535,104,13,2-8C,9,102.5775,PASS,2025-05-07
5536,279,44,2-8C,3,100.2539,OOT,2025-07-07
5537,52,24,40C/75RH,1,80.577,PASS,2026-03-17
5538,78,32,40C/75RH,1,98.5256,PASS,2025-09-14
5539,275,42,2-8C,12,94.5371,PASS,2026-02-09
5540,76,1,40C/75RH,18,91.8967,PASS,2025-03-17
5541,116,33,2-8C,6,88.6065,PASS,2025-09-23
5542,200,22,25C/60RH,3,97.9394,PASS,2024-08-11
5543,128,38,2-8C,0,93.996,OOT,2026-01-12
5544,244,20,2-8C,24,96.6979,PASS,2024-01-18
5545,276,6,40C/75RH,6,96.0667,PASS,2026-03-15
5546,276,16,2-8C,24,93.4506,OOS,2025-11-19
5547,171,4,25C/60RH,6,98.7506,PASS,2024-11-13
5548,221,13,2-8C,36,90.3547,PASS,2025-07-25
5549,290,45,2-8C,18,83.6917,PASS,2025-11-01
5550,216,10,30C/65RH,12,92.4982,PASS,2025-12-12
5551,281,6,2-8C,24,102.7328,PASS,2024-02-03
